GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
1400000US25009250800,"Census Tract 2508, Essex County, Massachusetts",2383,290,8.4,5.1,7.7,6.3,7.9,5.3,8.4,5.5,15.6,7.1,23.3,9.6,12.6,7.6,14.1,6.7,0.8,1.6,1.1,1.9,51174,9805,58781,9878,55.9,(X),(X),(X),(X),(X),1638,249,8.5,6.5,0.9,1.6,8.6,6.4,10.1,8.2,18.9,10.4,23.7,10.9,16.4,8.4,10.2,6.7,1.1,2.3,1.6,2.7,56004,11486,59840,9988,(X),(X),62.8,(X),(X),(X),870,247,3.6,4.9,1.7,3,10.5,8.9,9.1,8.3,13.1,10.8,28.7,15.8,14.7,11.2,13.4,10.1,2.1,4.3,3.1,5.1,58386,6740,N,N,(X),(X),(X),(X),(X),(X),745,262,11,11,22.7,19.7,11.5,10.6,10.2,11.1,8.2,7.4,15.6,12.9,10.3,16.1,10.5,15.9,0,5.2,0,5.2,29954,28328,47972,21624,(X),(X),(X),(X),40.7,(X)
1400000US25009250900,"Census Tract 2509, Essex County, Massachusetts",764,136,16,10.3,16.1,5.8,22.8,8.7,15.3,6.7,10.1,6.4,11.5,10.2,1.3,2.1,4.2,3.8,1.3,2.2,1.4,2.2,21827,4485,34148,6356,41.2,(X),(X),(X),(X),(X),540,128,15.7,13.3,8.7,5.8,31.9,12.7,11.9,6.7,14.3,9.2,7.4,5.5,4.4,5,1.9,2.7,1.9,3.2,2,3.2,22419,5153,35640,8190,(X),(X),48.5,(X),(X),(X),146,49,8.2,9,21.2,17.8,7.5,12.8,19.2,15.9,20.5,16.3,8.9,9.7,0,23.6,6.8,9.6,0,23.6,7.5,11.1,32750,10295,N,N,(X),(X),(X),(X),(X),(X),224,96,16.5,14.9,37.9,20.2,20.5,14.7,0,16.3,0,16.3,25,27.7,0,16.3,0,16.3,0,16.3,0,16.3,13611,5237,24513,13481,(X),(X),(X),(X),23.7,(X)
1400000US25009251000,"Census Tract 2510, Essex County, Massachusetts",526,81,7,8.4,6.7,4.5,17.5,9.1,10.6,5.4,5.1,4.4,32.1,10.5,12,7.5,6.5,5.2,0,7.3,2.5,3.9,52353,10483,54571,11760,58.2,(X),(X),(X),(X),(X),411,82,5.6,4.9,7.8,7.3,16.3,11.3,7.5,5.8,13.4,9.5,29.7,11.5,15.3,9.3,1.2,1.7,0,9.3,3.2,5,49479,15951,54058,14576,(X),(X),59.9,(X),(X),(X),150,51,0,23.1,0,23.1,18,16.6,20.7,15.4,5.3,7.4,20,17.3,27.3,17.8,0,23.1,0,23.1,8.7,12.4,54231,22858,N,N,(X),(X),(X),(X),(X),(X),115,64,32.2,31.2,18.3,20,21.7,20.6,10.4,15.7,0,28.6,7.8,12.7,0,28.6,9.6,13.6,0,28.6,0,28.6,-,**,28527,16740,(X),(X),(X),(X),40.9,(X)
1400000US25009251100,"Census Tract 2511, Essex County, Massachusetts",1303,211,20.7,8.9,26.9,11.8,12.6,5,9.9,5.3,8,5.2,5.5,3.9,5.9,5.8,8.4,5.9,2.1,2.5,0,3,16138,5575,35711,7811,47.9,(X),(X),(X),(X),(X),477,101,12.4,11.5,8.4,9,4.6,4.6,13,9.3,20.1,11.8,9.9,7.6,18.4,14.9,7.5,8.4,5.7,6.5,0,8,43801,11502,57762,13541,(X),(X),46.1,(X),(X),(X),195,92,30.3,25.5,7.2,10.6,11.3,11.7,6.2,9.3,24.1,23.4,6.2,9.4,14.9,20.2,0,18.4,0,18.4,0,18.4,-,**,N,N,(X),(X),(X),(X),(X),(X),826,213,30.5,13.5,37.7,16.2,17.2,8,8.1,6.3,2.5,3,1.5,2.2,0,4.7,2.5,3,0,4.7,0,4.7,11765,1112,16806,3903,(X),(X),(X),(X),43.9,(X)
1400000US25009251200,"Census Tract 2512, Essex County, Massachusetts",644,162,17.5,16.4,25.9,22.5,11.3,6.6,19.9,13,5.3,3.8,11.3,8.2,6.2,5.5,0.8,1.5,1.7,2.6,0,6,20643,12163,31806,7669,46.3,(X),(X),(X),(X),(X),266,49,5.6,8.5,0,13.9,13.2,10.2,28.2,15.2,12.8,9,19.2,14.7,15,12.1,1.9,3.8,4.1,6.3,0,13.9,45500,19794,51568,9992,(X),(X),58.6,(X),(X),(X),154,45,0,22.6,0,22.6,11,10.9,19.5,18.6,13,11.9,22.1,17.2,24,17.9,3.2,6.5,7.1,10.7,0,22.6,57083,18441,N,N,(X),(X),(X),(X),(X),(X),378,173,25.9,28.2,44.2,34.2,10.1,7.7,14,20.6,0,10,5.8,7.1,0,10,0,10,0,10,0,10,13224,2936,17898,5263,(X),(X),(X),(X),37.6,(X)
1400000US25009251300,"Census Tract 2513, Essex County, Massachusetts",1123,155,4.8,3.5,19,7,4.7,3.8,7.2,5.3,36.3,11.5,4.7,4.1,6.7,5,15.3,7.4,0,3.5,1.2,2,39115,2161,50576,6998,49.3,(X),(X),(X),(X),(X),772,180,3.8,3.6,4.7,4.5,7.6,5.7,7.8,5.3,39,17,3.4,2.9,9.7,7.2,22.3,10.8,0,5,1.8,2.9,43667,9257,61675,10969,(X),(X),61.1,(X),(X),(X),413,162,0,9.2,0,9.2,3.4,5.2,3.1,5,51.1,25,1.5,2.3,6.1,6.5,34.9,21.9,0,9.2,0,9.2,48324,35841,N,N,(X),(X),(X),(X),(X),(X),351,95,7.1,8.9,50.4,15.7,7.7,8.2,10,11.5,24.8,13.3,0,10.8,0,10.8,0,10.8,0,10.8,0,10.8,12546,3964,21219,4013,(X),(X),(X),(X),23.4,(X)
1400000US25009251400,"Census Tract 2514, Essex County, Massachusetts",1463,168,9.2,4.2,4.2,3.1,5.9,4.2,17.6,9.2,14.1,5.3,20.6,6.7,11.8,5.5,8.5,5.7,3.1,2.6,4.9,3.6,47813,13528,75460,26940,58.3,(X),(X),(X),(X),(X),1220,187,5.1,4.1,6.5,4.1,7.1,5.5,19.1,10.6,15.9,6.4,16.1,8.1,13.2,6.2,7.5,5.7,3.7,3,5.8,4.2,45357,13767,79474,31460,(X),(X),58.9,(X),(X),(X),594,144,0,6.5,1.2,1.9,0,6.5,5.1,6.1,25.1,10,18.5,11.2,21.2,10.7,15.3,10.4,4.5,4,9.1,7.2,75052,14873,N,N,(X),(X),(X),(X),(X),(X),243,85,30,18.6,0,15.1,7.4,7.8,21,16.4,9.5,13.7,32.1,19.1,0,15.1,0,15.1,0,15.1,0,15.1,30792,10007,32893,9469,(X),(X),(X),(X),44,(X)
1400000US25009251500,"Census Tract 2515, Essex County, Massachusetts",2182,233,8.1,5,14.4,9.1,7.9,4.7,13,6.5,13.3,7.5,12,6.6,16.8,6.9,5.5,4.1,5.8,4.3,3.1,3.1,44014,8082,64609,12871,46.4,(X),(X),(X),(X),(X),1456,230,5.4,4.8,6,5.5,3,3,16.3,9.6,23.1,12.3,14.3,9.6,14.8,9,7.6,6.1,8.7,6.4,0.8,1.4,46250,10927,71263,16415,(X),(X),55.9,(X),(X),(X),433,163,0,8.8,16.2,17,0,8.8,13.6,15.8,13.4,19.1,9.7,11.8,11.5,13.6,21,17,14.5,14.9,0,8.8,65547,49120,N,N,(X),(X),(X),(X),(X),(X),726,261,15.2,11.6,31.1,21.1,18.2,12.6,9.9,6.5,5.9,7.2,3.3,5.5,7.3,7.6,1.4,2.5,0,5.4,7.7,8.9,18333,10368,41340,20472,(X),(X),(X),(X),18.9,(X)
1400000US25009251600,"Census Tract 2516, Essex County, Massachusetts",2162,305,12.1,5.1,8.6,6.3,8.9,4,9.1,3.9,11.4,8.1,17.3,7.7,16.6,6.6,8,3.4,7.2,3.3,0.7,1.2,49737,23472,60504,6511,55.4,(X),(X),(X),(X),(X),1414,269,6.4,4.8,8.1,7.9,15.1,8.1,9.6,4.8,16.1,11.3,17.8,6.6,14.6,6.4,7.2,3.7,5.2,4.4,0,2.8,44063,11537,55405,8508,(X),(X),66,(X),(X),(X),588,240,4.9,7.3,11.7,17,6.5,8.2,4.3,7.1,19.6,24.4,13.4,12.1,19.9,13.5,9.7,7.3,10,10.1,0,6.6,54052,30721,N,N,(X),(X),(X),(X),(X),(X),748,217,22.7,13.3,9.8,9.5,3.3,3.7,11.5,8.5,11.8,9.8,21.3,18.6,7.1,7.1,7.1,7.4,5.5,6,0,5.2,35820,15710,50028,12208,(X),(X),(X),(X),20.5,(X)
1400000US25009251700,"Census Tract 2517, Essex County, Massachusetts",1817,270,3.9,3.2,18.2,9.6,3.6,2.5,13.5,6.5,12.7,6.5,7.7,4.7,12,4.3,16.4,5.6,9.7,9.3,2.3,2.1,44557,21377,79645,22405,47.8,(X),(X),(X),(X),(X),1336,268,2.5,2.9,12.7,10.7,3.5,3.3,14.5,8.6,16.3,8.7,10.3,6.6,12,5.8,11.8,5.5,13.2,12.2,3.1,2.8,51563,24790,89078,28328,(X),(X),58.6,(X),(X),(X),699,222,0,5.6,0,5.6,4.6,6.4,13.4,11.1,9,9.7,12,9.6,12.9,7.6,20.2,10.8,23,20.7,4.9,5.3,98393,32242,N,N,(X),(X),(X),(X),(X),(X),481,184,7.7,8.3,34.7,21.7,4,3.8,12.7,10.7,2.5,4.2,7.9,8,8.7,6.3,21.8,11.7,0,8,0,8,27695,27279,48018,15932,(X),(X),(X),(X),15.4,(X)
1400000US25009251800,"Census Tract 2518, Essex County, Massachusetts",2677,349,3.8,3,1.3,1.3,4.3,3.2,7.1,4.9,18.9,8,21.5,9,12.6,5.6,16.6,5.6,8.8,5.1,5,3.3,64169,7778,84719,10229,51.4,(X),(X),(X),(X),(X),1774,304,3.2,4,0,2.2,1.1,2,6.3,5.4,17.3,9,20.6,12.1,14.4,7.3,18.9,8.5,11.2,7.6,6.9,4.7,86316,41595,95728,12124,(X),(X),53.8,(X),(X),(X),997,186,0,3.9,0,3.9,0,3.9,6.6,7.4,6.8,8.5,12,9.2,14.3,9.5,31.7,13.4,20,13.3,8.5,7,109460,21664,N,N,(X),(X),(X),(X),(X),(X),903,272,4.9,3.8,4,4.1,10.6,8.6,8.6,9.5,21.9,16.5,26.8,13.5,7.3,7.4,10.3,8.3,4.1,4,1.4,2.3,49917,27761,61696,12267,(X),(X),(X),(X),45,(X)
1400000US25009252101,"Census Tract 2521.01, Essex County, Massachusetts",1366,145,1.8,1.3,3.7,3.6,17.5,5.5,4.5,4,12.7,5.8,19.2,7.1,12.6,7.6,24.5,10,2.6,1.9,0.8,1.2,62917,11849,70763,9288,35.4,(X),(X),(X),(X),(X),890,186,0,4.4,3.8,4.9,8.3,7,9,6.8,18.3,9.4,21.8,11.2,10.2,8.3,24.6,11.9,3.9,3,0,4.4,64272,9264,74722,12227,(X),(X),34.2,(X),(X),(X),551,183,0,7,3.3,5.2,8.9,9.6,4.7,4.5,14.7,9.3,16.9,12.9,11.6,11.9,36.7,17.2,3.3,4.9,0,7,77361,13790,N,N,(X),(X),(X),(X),(X),(X),476,106,5.3,3.9,3.6,4.2,34.7,10.4,2.9,3.9,10.1,7.9,23.7,13.2,11.8,8.4,5.7,6,0,8.1,2.3,3.6,45147,27082,49304,9691,(X),(X),(X),(X),37.8,(X)
1400000US25009252102,"Census Tract 2521.02, Essex County, Massachusetts",1442,132,2.5,2.3,0,2.7,4.9,4.5,2,1.7,7,4.3,12.8,4.9,16.9,7.3,19.4,6.3,10.5,5.8,24.1,6.1,117000,32296,136835,15534,31,(X),(X),(X),(X),(X),1233,142,0,3.2,0,3.2,2.5,3.7,1.4,1.5,6.7,4.8,20,8.4,9.3,5.2,20.6,7.3,12.3,6.7,27.2,6.8,127109,18100,147838,18458,(X),(X),30.5,(X),(X),(X),908,125,0,4.3,0,4.3,0,4.3,0.8,1.2,4.6,4.2,17.2,7.3,5.6,4.1,21.9,9.5,14.2,7.9,35.7,7.4,149896,41889,N,N,(X),(X),(X),(X),(X),(X),209,66,17.2,14.3,0,17.3,18.7,13.1,5.7,7.3,9.1,9.5,13.9,11.6,23.9,16.3,5.7,6.5,0,17.3,5.7,9.1,42303,39406,58010,17317,(X),(X),(X),(X),34,(X)
1400000US25009252201,"Census Tract 2522.01, Essex County, Massachusetts",1196,128,1.7,1.8,1.3,1.6,5.9,3.8,15.2,9.2,9.9,7.1,18.2,7,9.8,6.8,16.5,7.3,11.1,5.3,10.4,5.8,67024,25257,97223,13293,46.8,(X),(X),(X),(X),(X),875,144,1.4,2.2,0,4.5,3.4,3.9,13.6,8.9,9.1,8,13.6,7.2,11.3,9,22.7,10.7,12.8,6.2,12,7.5,96446,26200,110835,15713,(X),(X),56.7,(X),(X),(X),689,138,0,5.6,0,5.6,0.6,1.2,14.4,11,10.2,9.9,10.7,7.1,12.8,11.2,21,11.4,16.3,8,14.1,9.4,101696,37734,N,N,(X),(X),(X),(X),(X),(X),321,125,2.5,3.8,4.7,6,12.8,12.2,21.5,23,14.6,13.3,30.8,18.4,5.6,7.8,5,6.7,0,11.7,2.5,3.9,39871,20897,49963,13364,(X),(X),(X),(X),19.9,(X)
1400000US25009252202,"Census Tract 2522.02, Essex County, Massachusetts",1126,191,1.6,1.7,0,3.5,4.3,3.4,0.8,1.2,14.4,14.4,8.2,4.2,14.7,7.7,31.3,9.6,12.4,6.4,12.3,6.1,110788,15108,114211,15566,44.8,(X),(X),(X),(X),(X),905,120,1.1,1.7,0,4.3,2.2,2.1,0,4.3,6,5.6,9.2,4.9,18.6,8.9,39.8,10.1,11,5.4,12.2,6.5,112449,10066,122763,10269,(X),(X),47,(X),(X),(X),746,120,1.3,2.1,0,5.2,1.7,2,0,5.2,7.2,6.7,6.6,3.8,20.9,10.4,37.1,10.4,10.3,6.6,14.7,7.5,115938,14947,N,N,(X),(X),(X),(X),(X),(X),221,186,3.6,6.8,0,16.5,12.7,19.1,4.1,7.8,48.9,50.8,4.1,7.3,2.7,7.4,0,16.5,13.1,22.5,10.9,15.7,36516,34637,74526,44788,(X),(X),(X),(X),35.7,(X)
1400000US25009252300,"Census Tract 2523, Essex County, Massachusetts",2523,255,4.2,4.8,10.2,5.8,6.8,3.9,6.6,4.9,5.1,2.7,15.4,6.1,13.4,6.1,24.3,7,6.2,3.5,7.9,5.2,76470,10801,92038,13607,47.6,(X),(X),(X),(X),(X),1798,241,1,1.6,7.2,6.4,6.6,5.3,8.3,6.3,4.1,2.6,10.6,6.3,15.4,7.7,31.8,9.6,6.1,3.8,9,6.9,90392,21634,96224,12883,(X),(X),49.6,(X),(X),(X),1142,255,0,3.4,6.8,7,2.3,3.5,5.7,6.7,4.2,3.4,7.4,6.6,17.6,10.8,34.2,11.5,7.6,4.8,14.1,10.7,104028,26861,N,N,(X),(X),(X),(X),(X),(X),725,202,12,15.4,17.7,14,13.1,9.5,5.4,5,4.7,4.8,27.3,14.7,14.6,12.5,3.4,4.1,1.8,3,0,5.4,36688,30849,44825,11311,(X),(X),(X),(X),39.6,(X)
1400000US25009252400,"Census Tract 2524, Essex County, Massachusetts",1523,174,8.1,5.8,9.7,5.4,12.4,6.6,11,5.9,11,6.9,16.9,7.1,14.4,9.3,7,4.1,3.3,3.5,6.1,5.1,44717,14811,66929,13192,50.2,(X),(X),(X),(X),(X),1080,179,8.6,7,8,5.2,12.4,7.2,10.6,6.2,7.7,7.7,17.7,8.9,19.7,12.5,7.3,4.7,4,3.8,4.1,4.7,59881,28338,67931,14860,(X),(X),54.3,(X),(X),(X),330,141,2.7,4.7,10,12.2,12.7,13.6,0,11.4,14.5,18.1,6.1,7,29.7,23.8,15.8,15.3,6.4,8.4,2.1,3.7,83214,40321,N,N,(X),(X),(X),(X),(X),(X),443,139,7,8.2,14,13.4,17.8,14.4,16.5,15.3,19,13.8,10.2,9.8,1.6,2.6,1.4,2.6,6.5,10.2,6.1,9.6,29215,11881,52215,22841,(X),(X),(X),(X),40.2,(X)
1400000US25009252501,"Census Tract 2525.01, Essex County, Massachusetts",1435,180,4,3.5,2.7,2.9,6.8,4.9,8.4,5.3,11.3,6.5,18.7,7.1,15.1,8.3,18.6,6.7,8.8,5.3,5.5,3.3,72625,10618,85248,8501,53.9,(X),(X),(X),(X),(X),1140,194,1.7,1.7,0,3.4,4.7,4.2,10.5,6.5,11.1,7,18.4,8,17.6,10.1,20.6,8.3,9.7,6.3,5.6,3.9,79792,9216,91051,9932,(X),(X),61.3,(X),(X),(X),670,156,1.3,2,0,5.8,5.1,5,5.2,4.8,7.3,7.1,13.7,7.9,16.7,10.7,29.3,12.5,14,10.7,7.3,5.2,102900,29735,N,N,(X),(X),(X),(X),(X),(X),295,98,13.2,13.8,13.2,14,14.9,15.8,0,12.7,12.2,10.3,24.4,16.4,11.5,13.4,8.8,7.7,1.7,3.2,0,12.7,47350,27080,51379,14122,(X),(X),(X),(X),21,(X)
1400000US25009252502,"Census Tract 2525.02, Essex County, Massachusetts",1587,130,7.8,4.9,3.8,4.4,5.9,3.3,7.8,5.1,12.5,5.3,13.4,4.5,13.2,5.5,15.4,5.8,13.4,5.7,6.8,3.7,69181,16935,97025,15913,34.5,(X),(X),(X),(X),(X),1094,123,3,2.1,0,3.6,6.2,3.8,7.8,7.2,7.2,4.9,12.5,5,16.5,7.2,19.5,7,18.1,8,9.1,5.3,91406,27043,120567,21357,(X),(X),38.7,(X),(X),(X),828,109,3.1,2.8,0,4.7,3.3,2.7,1.9,2.1,8.5,6.2,12.3,5.8,17.1,9.1,22.1,8.8,20.7,9.9,11,6.5,109643,37895,N,N,(X),(X),(X),(X),(X),(X),493,119,19.7,13.7,12.4,13.8,6.9,5.9,6.3,7.6,24.3,12.3,13.8,9.7,5.7,4.7,7.5,6.3,1.8,2.8,1.6,2.5,36175,13094,42998,12426,(X),(X),(X),(X),25.4,(X)
1400000US25009252601,"Census Tract 2526.01, Essex County, Massachusetts",2682,186,6.2,3.2,3.8,3,5,2.5,3.7,2.6,11.6,4.9,14,5,17.3,6.3,12.6,4.9,17.7,6.6,8.2,4.6,88679,8611,99541,11137,42.2,(X),(X),(X),(X),(X),1839,252,2.4,2.4,1.6,1.9,2.5,2.3,2,2.8,10.8,6.2,10.8,5.8,21,8,13,5.6,23.8,9.1,12,6.4,98903,21217,120645,13288,(X),(X),43.4,(X),(X),(X),1319,240,1.1,1.6,1.1,1.9,3.5,3.2,0,3,8.3,7,7.4,5.1,18.6,9.3,15.2,7.3,28.1,11.1,16.8,8.6,125388,33699,N,N,(X),(X),(X),(X),(X),(X),843,178,16.8,9.2,8.5,8.6,10.3,6.5,7.5,5.7,13.4,7.9,18.3,9.9,13.3,12.6,9.7,8.4,2.1,3.3,0,4.6,41771,15549,49536,10669,(X),(X),(X),(X),39.4,(X)
1400000US25009252602,"Census Tract 2526.02, Essex County, Massachusetts",1719,213,1.5,1.7,0.5,0.8,2.6,2.6,4.1,3.3,3.6,2.1,7.7,3.6,14.8,5.2,34.6,9.9,15.6,5.5,15,4.6,109648,18750,131290,12441,32.1,(X),(X),(X),(X),(X),1299,204,0.8,1.2,0,3,1.5,1.6,0,3,2.2,1.8,6.2,3.9,14.7,6.3,39,11.7,18.2,7,17.5,6.1,125121,16518,137132,9567,(X),(X),34.8,(X),(X),(X),916,124,1.1,1.7,0,4.3,2.1,2.2,0,4.3,1,1.6,3.9,3,17.9,7.5,25.5,9.7,24.8,9.6,23.7,7.5,147019,14379,N,N,(X),(X),(X),(X),(X),(X),420,112,3.8,5.9,2.1,3.5,6,9.4,16.9,13,8.1,6.7,18.6,10.9,15.2,9.8,16.9,11.7,5.2,5.3,7.1,6.6,61603,23605,107678,47021,(X),(X),(X),(X),21.4,(X)
1400000US25009252603,"Census Tract 2526.03, Essex County, Massachusetts",1012,123,1.8,2,0.9,1.3,5.1,3.7,1.9,2.1,5.2,3.3,21.5,8.6,6,3.7,26,7.9,18.9,8.1,12.6,9.4,111146,12993,150493,52800,56,(X),(X),(X),(X),(X),778,139,1,1.7,0,5,0,5,0,5,3.1,2.3,18.9,9.8,9.8,5.7,30.3,10.7,21.7,10.5,15.2,11.8,119000,10887,173763,65220,(X),(X),56.4,(X),(X),(X),642,144,1.2,2,0,6,0,6,0,6,3.7,2.8,12.9,8.8,9.5,5.8,33.2,11.8,21,11.9,18.4,14,121563,29964,N,N,(X),(X),(X),(X),(X),(X),234,64,4.3,6.6,3.8,5.7,22.2,14.3,8.1,8.6,12.4,11.4,30.3,16.5,0,15.7,14.5,10.3,0,15.7,4.3,6.8,47045,20312,62797,19304,(X),(X),(X),(X),45.3,(X)
1400000US25009253100,"Census Tract 2531, Essex County, Massachusetts",2238,243,3.8,3.6,2.5,2.7,6.3,3.6,8.7,5.1,5.6,2.6,12.7,6.6,15.4,7.5,29.7,8.3,7.9,3.7,7.5,5.1,91691,12513,97895,10534,29.3,(X),(X),(X),(X),(X),1358,240,0,2.9,0,2.9,4.3,3.9,7.3,6,7,4.1,8.6,6.8,15.8,8.3,32.6,10.9,12,5.7,12.4,8.5,103563,4537,115664,14725,(X),(X),29.8,(X),(X),(X),893,212,0,4.4,0,4.4,1.7,2.7,3.8,4.2,10,6.1,10.8,9.9,9.2,6.3,36.6,13,18.3,8.4,9.7,8.2,113272,13510,N,N,(X),(X),(X),(X),(X),(X),880,201,9.5,9,6.3,6.7,11.3,7.8,10.9,7.1,3.4,3.8,17,13.1,19.5,13.1,20.5,13.3,1.6,2.5,0,4.4,70216,23312,66881,14211,(X),(X),(X),(X),23.8,(X)
1400000US25009253201,"Census Tract 2532.01, Essex County, Massachusetts",1300,201,2.6,3,4.8,3.3,2,1.6,13.1,11,6.5,4.2,14.5,6.8,7.2,4,20.7,6.4,16.5,11.9,12,4.9,97296,16195,122321,21189,39,(X),(X),(X),(X),(X),824,187,0,4.7,2.7,2.8,0,4.7,6.8,6.6,2.8,3.9,11.9,7.9,8.9,5.2,27.3,10.6,23.1,16.2,16.6,7.5,123542,32834,155782,30015,(X),(X),43.8,(X),(X),(X),586,188,0,6.6,1.9,2.5,0,6.6,1,1.5,3.9,5.6,4.8,5.6,5.5,5.2,31.2,13.5,29.9,20.4,21.8,10.3,150223,13283,N,N,(X),(X),(X),(X),(X),(X),476,162,7.1,8.2,8.6,8.4,5.5,5.1,27.9,24.8,9,7.2,20.6,14.9,4.4,6.5,10.5,9.7,2.3,4.3,4,4.5,36667,28614,59764,20216,(X),(X),(X),(X),30.7,(X)
1400000US25009253202,"Census Tract 2532.02, Essex County, Massachusetts",2868,287,6.1,4.3,2.9,2.7,5.1,3.1,5.8,4.4,3.5,2.6,20.4,9.4,13.8,6.8,18.4,6.8,11.9,4.8,12.3,5.1,84773,13994,106342,12945,43.9,(X),(X),(X),(X),(X),1754,276,12.4,9.1,0,2.3,4.2,4.1,0,2.3,0,2.3,16.2,9,11.7,7.1,23.3,8.2,16.5,6.8,15.7,6.8,112138,19809,123112,17514,(X),(X),40.1,(X),(X),(X),1141,232,0,3.4,0,3.4,0,3.4,0,3.4,0,3.4,14.9,9.8,18,10.5,21.3,9.2,23.5,9.6,22.3,8.9,141528,26023,N,N,(X),(X),(X),(X),(X),(X),1114,354,11.5,10.2,7.5,7.1,5,5.2,8.5,8.2,8.9,7,19.3,20,17.1,12.2,14,11.9,3.5,4.3,4.6,4.5,54063,14258,71298,17867,(X),(X),(X),(X),43.7,(X)
1400000US25009253203,"Census Tract 2532.03, Essex County, Massachusetts",1427,121,1.3,1.5,4.5,4.1,7.2,4.2,4.1,2.9,1.5,1.5,5.7,3,4.1,3.2,15.1,6,12.9,4.8,43.7,7.2,181750,28798,224696,36577,39,(X),(X),(X),(X),(X),1151,98,0,3.4,0,3.4,3.6,3.6,3.6,3.3,1.3,1.5,3.8,2.4,5,3.9,17.1,7,12.9,5,52.6,7.6,208750,25275,263024,41692,(X),(X),35.2,(X),(X),(X),1059,104,0,3.7,0,3.7,2.1,3.3,1.9,2.2,1.4,1.6,4.2,2.6,4.5,4.1,14.7,6.8,14.1,5.4,57.1,7.9,219563,23203,N,N,(X),(X),(X),(X),(X),(X),276,89,6.5,7.9,23.2,18.8,22.5,16.9,5.8,6.2,2.5,4.1,13.8,11.7,0,13.5,6.5,7.6,12.7,14.5,6.5,7.4,24444,22008,64857,26693,(X),(X),(X),(X),55.1,(X)
1400000US25009253204,"Census Tract 2532.04, Essex County, Massachusetts",2033,280,3,4.1,1.8,2.5,5.9,3.8,0.4,0.7,4.4,2.8,4.2,2.2,10.2,4.9,14.7,4.4,18.5,6.4,36.8,7.8,154659,19684,205849,27731,29.8,(X),(X),(X),(X),(X),1390,126,0,2.8,0,2.8,1.5,1.6,0,2.8,0.6,1,5.7,3,6.3,4.5,19.4,6.3,23.4,7.9,43.2,8.8,181875,24340,234934,30640,(X),(X),26,(X),(X),(X),1266,125,0,3.1,0,3.1,1.7,1.8,0,3.1,0.7,1.1,2.3,1.8,5.6,4.5,18.9,6.2,23.9,8.5,47,9,190431,22495,N,N,(X),(X),(X),(X),(X),(X),643,268,9.5,12.4,5.6,7.9,15.4,13.1,1.4,2.4,12.6,8.4,2.8,4.4,19.3,13.2,8.2,6.6,2,2.2,23.2,22.5,81771,53494,138660,79105,(X),(X),(X),(X),37.9,(X)
